time,yaw_A,pitch_A,yaw_B,pitch_B,yaw_diff,pitch_diff,is_facing
641.129663,-3.045502,82.007149,108.684578,-2.115023,111.73008,84.12217199999999,False
641.224361,-0.741134,82.199623,108.496925,-0.885965,109.238059,83.085588,False
641.330693,1.825723,82.263947,108.197723,2.175736,106.372,80.088211,False
641.436398,4.257273,82.350204,107.548004,4.403228,103.29073100000001,77.946976,False
641.528899,6.534432,82.288422,106.605759,5.309003,100.07132700000001,76.979419,False
641.632264,9.538817,82.251862,105.028572,5.512504,95.489755,76.73935800000001,False
641.723771,11.757577,82.132782,104.473694,5.764178,92.716117,76.368604,False
641.8322,14.268903,82.053383,104.737297,4.674513,90.468394,77.37886999999999,False
641.923707,15.820759,82.020912,104.734734,5.464932,88.91397500000001,76.55597999999999,False
642.031605,18.012398,82.030602,103.994148,5.505779,85.98174999999999,76.524823,False
642.122771,19.197357,82.087448,103.511185,6.572907,84.313828,75.514541,False
642.229258,20.293009,82.15374,103.426132,5.119654,83.133123,77.034086,False
642.332958,20.151167,82.191956,103.628983,5.49586,83.477816,76.69609600000001,False
642.424194,18.932896,82.156921,103.96685,5.589299,85.033954,76.567622,False
642.530093,17.701443,82.146507,103.310387,6.350443,85.60894400000001,75.796064,False
642.635116,15.897366,82.051506,100.891739,7.137006,84.994373,74.9145,False
642.725756,14.738248,81.965767,98.376328,8.042064,83.63808,73.923703,False
642.833126,12.087566,82.030281,96.03537,10.891181,83.947804,71.1391,False
642.937961,10.097785,82.10466,94.424232,11.21474,84.326447,70.88991999999999,False
643.030622,8.460821,81.941055,93.37191,11.343075,84.911089,70.59798,False
643.134104,5.646702,82.010315,92.320885,13.217986,86.674183,68.79232900000001,False
643.224129,4.032952,81.928215,92.210495,12.994637,88.177543,68.933578,False
643.328766,2.188654,81.830933,93.127388,11.860225,90.938734,69.970708,False
643.432351,-1.20056,81.728432,96.281876,11.687121,97.48243599999999,70.041311,False
643.538373,-3.197929,81.640709,99.051537,11.626347,102.249466,70.014362,False
643.62659,-3.602809,81.629211,100.956741,13.220701,104.55954999999999,68.40850999999999,False
643.730263,-4.828753,81.528702,103.790955,16.160677,108.619708,65.36802499999999,False
643.837547,-4.323539,81.441742,107.331131,15.889952,111.65467,65.55179000000001,False
643.927773,-3.744839,81.446449,109.611702,14.32496,113.35654099999999,67.121489,False
644.038268,-1.750519,81.550491,111.216972,13.416024,112.967491,68.134467,False
644.133076,0.914946,81.603294,111.533669,11.829618,110.618723,69.77367600000001,False
644.236554,4.249058,81.81588,112.54509,9.489985,108.296032,72.325895,False
644.326424,7.352118,81.932922,113.480492,8.978548,106.128374,72.954374,False
644.429033,11.655227,82.040504,113.877632,10.670938,102.22240500000001,71.36956599999999,False
644.536055,15.423201,82.161179,113.904617,11.178699,98.481416,70.98248000000001,False
644.625589,17.957592,82.191788,113.546089,11.230869,95.58849699999999,70.960919,False
644.731491,20.148184,82.201836,112.894531,11.673577,92.746347,70.528259,False
644.836133,22.168346,82.157204,112.696663,12.729106,90.528317,69.42809799999999,False
644.927671,23.222733,82.066483,112.586121,13.702227,89.363388,68.36425600000001,False
645.034163,24.052794,81.938644,112.242165,14.499302,88.189371,67.439342,False
645.125095,24.699444,81.887764,111.438522,15.134544,86.739078,66.75322,False
645.231761,25.484018,81.826073,110.453972,15.783397,84.969954,66.042676,False
645.335142,26.029959,81.864906,109.467598,17.287689,83.43763899999999,64.577217,False
645.42474,26.485645,81.9254,109.185478,18.277216,82.699833,63.648184,False
645.534493,26.549347,81.937904,109.7742,18.975204,83.224853,62.9627,False
645.637453,25.994013,82.064697,110.266983,18.029266,84.27297,64.03543099999999,False
645.728673,24.960241,82.151367,110.735641,16.264503,85.7754,65.88686399999999,False
645.831762,23.235859,82.138145,111.598747,12.799953,88.362888,69.33819199999999,False
645.925005,21.625074,82.151283,112.920792,7.841565,91.29571800000001,74.309718,False
646.03064,19.510717,82.080078,113.435951,1.602623,93.925234,80.477455,False
646.137919,16.164833,82.131935,113.28566,-3.504447,97.12082699999999,85.636382,False
646.231471,12.877164,82.203941,113.762894,-8.051303,100.88573,90.255244,False
646.337397,8.838209,82.158134,114.893127,-11.111678,106.054918,93.269812,False
646.427538,5.132879,82.123955,116.19278,-12.574336,111.059901,94.698291,False
646.532932,1.331215,82.026466,117.046936,-14.436502,115.715721,96.462968,False
646.626174,-1.818644,81.958321,117.660896,-14.63826,119.47954,96.596581,False
646.73197,-5.102654,81.821518,117.994698,-14.840368,123.097352,96.661886,False
646.837103,-7.204385,81.738579,118.93943,-14.939328,126.143815,96.677907,False
646.92556,-8.753146,81.604034,119.858292,-14.936031,128.611438,96.540065,False
647.034154,-9.323466,81.568649,121.510353,-13.090294,130.833819,94.658943,False
647.123816,-9.943759,81.527809,122.376663,-11.230623,132.320422,92.758432,False
647.230322,-9.426702,81.528824,122.230934,-8.079934,131.657636,89.608758,False
647.33413,-9.373837,81.492744,122.195267,-4.81531,131.569104,86.308054,False
647.435851,-9.332682,81.485687,122.298363,-3.413574,131.631045,84.899261,False
647.522864,-9.05791,81.566696,122.398972,-3.406785,131.456882,84.97348099999999,False
647.624566,-7.504779,81.729515,122.709694,-3.567652,130.214473,85.297167,False
647.726941,-7.187508,81.841141,120.892273,-1.372646,128.079781,83.213787,False
647.828339,-6.193815,81.96389,119.763336,-0.077586,125.957151,82.041476,False
647.93018,-4.899162,82.010399,120.525192,0.439211,125.42435400000001,81.571188,False
648.033458,-3.101486,82.10952,122.291176,-0.955669,125.39266199999999,83.065189,False
648.124363,-1.257923,82.130898,123.524734,-3.081752,124.782657,85.21265,False
648.231641,0.532578,82.175941,124.303368,-5.114538,123.77079,87.29047899999999,False
648.323176,2.406876,82.080765,125.17054,-6.209406,122.763664,88.290171,False
648.427422,5.265514,82.04612,126.148697,-7.103214,120.883183,89.149334,False
648.532649,7.851869,82.060936,127.575966,-8.832376,119.724097,90.893312,False
648.637618,9.989686,82.071266,128.910553,-10.136679,118.92086699999999,92.207945,False
648.727676,12.675365,82.196419,129.368103,-10.390826,116.69273799999999,92.58724500000001,False
648.832105,14.912053,82.32016,129.454498,-10.516246,114.542445,92.836406,False
648.937189,16.603275,82.426376,129.208054,-10.447984,112.60477900000001,92.87436000000001,False
649.025218,17.162397,82.47361,129.092545,-10.238688,111.930148,92.71229799999999,False
649.131611,18.313732,82.525246,129.628296,-10.242944,111.314564,92.76818999999999,False
649.222776,18.073599,82.567078,131.632874,-11.044722,113.55927499999999,93.61179999999999,False
649.330817,16.6252,82.543884,132.572052,-11.618516,115.946852,94.1624,False
649.43668,14.983013,82.542366,131.825226,-11.719876,116.84221299999999,94.262242,False
